1,This edition is not complete,"This review refers to ISBN 978-1613823613. With no explanation or indication that it is doing so, this edition leaves out the author's introductory chapter, ""The Custom-House."" Admittedly, the chapter is long, tedious, and skipped by many. Still, it leaves the book useless for the classroom and, let's face it, who else is going to read it? This isn't exactly light summer reading.In addition, there is no bolding of SAT words, with definitions in the margins, that some reviewers mention, which was the main reason I chose this edition. In fact, other than the abbreviated text, there is absolutely nothing: no forward, no reader's guide, no author bio -- nothing. So, not the most helpful textbook.On the bright side, it is well-bound and the type is quite easy to read.I am returning the book, and looking for a more suitable edition."
2,Creepy,The creepiest book I've ever read! It's a creepy mystery/romance all in one creepy book! I would read it again lol
1,A book for those with time on their hands,"If this book is so great, then why are there so many people who give it only one or two stars? Should a great book not be able to be enjoyed on some level by everyone? To the best of my knowledge, only erudites and scholars enjoy this book. A good book, but one with a limited audience. Don't read it unless you don't mind wading waste deep through overly long sentences, antiquicated words and flowery prose. Personally I like an author who gets to the point."
1,Painful,"This book has to be one of the most tedious works of literature ever written. Hawthorne is a great writer, but I don't know how this book made it into that sacred list we call ""classics"". Perhaps on the merit of his name alone?"
2,Great novel,"The Scarlet Letter by Nathaniel Hawthorne is a great novel. It takes place in Boston, Massachusetts during the era when Puritans were there. The main character Hester Prynne is forced to wear a Scarlet Letter A for adultery because she cheats on her husband while waiting for him to come from Europe.The book really recaptures what Puritanism was like. Its interesting to think about what America would be like if we were still Puritan. A theme of the book is concealed guilt. The minister Arthur Dimmesdale has concealed guilt which causes him severe pain. The message of the book is that you shouldn't let some minor sin you did in the past haunt you for the rest of your life.The book denounces the religious atmosphere of the Puritan village claiming that it stifled the merriment and joy of the culture of Old England. You get a picture of how the wonderful culture portrayed in the works of Chaucer was lost in America due to the influence of the Puritans."
1,Horrible reader,i couldn't listen to this book because the women reading it has such a screechy horrible voice so i can give no review of the actual book but whatever you do try to find a version with a different reader if you're into audio books
1,Mistake?,"I ordered the Penguin edition for this book five weeks before my grad class started. It was very important to have the correct edition for proper pagination. I PAID for the Penguin edition. I GOT the $2 Dover Thrift edition three weeks later. When I called the distributor, he told me to email him to remind him to fix it, but he didn't ask me my name or my order number or anything to identify me from any other customer. I asked for an email address and he told me to look on my confirmation email. The email address from the confirmation email didn't work. I had to spend another $15 to get the correct edition of the book. I'd already paid more for the book that I got than it would have been worth brand new. I will NOT purchase from this distributor again."
2,"The ""Scarlet"" Letter","Much to my amazement, this book has been placed on banned lists in several states. It's an excellent study of the devastation caused by guilt. Although the story does allude frequently to adultery, there are no graphic details that would make it unsuitable for use in a high school classroom. Both the illnesses caused by guilt and the good health of those who overcome it are made clear."
2,The Scarlet Letter a must read for any American,"The best book that I have ever been assigned to read for school by far. The way in which Hawthorne captures the shame that Hetser , the wearer of the scarlet letter, feels everyday and the utter torment that the weak Dimmesdale is in by not coming forth and saying he slept with Hester and the revenge ridden character of Chillingworth is spectactular.The way in which Hawthorne describes the setting and the actions that characters do is truly outstanding. Hawthorne has a huge flare for the dramatic which is great for the reader. Since Hester the main character concieved her daughter Pearl through an affair she has been snetenced to wear the scarlet A on her chest for the rest of her life. The story starts on the day Hester is to stand infront of the town and wear her badge of shame and all the drama in the small puritanical town of Boston starts from there. A must read for any American."
1,The Scarlet Letter: A soap opera,"Although this book, is considered a great work of literature, written to describe the harshness of Purtian New England. Plus, this book was heavily laiden with symbolism, and many other literary tools.The scarlet letter is a soap opera, and a bad one at that. Not only is it boring, no true action occurs in this book. Nothing truly interesting happens in this book. This boring work of literature spends an entire chapter describing a prison door.Although the author did a creative job of conveying his point, this is still the worst book I have ever read. I would never recomend this book to anyone who can not sit down and read the script to any second class soap opera with out falling asleep after the first 10 pages. This is a good book to study, however it is not a good book to read for pleasure, under any circumstance!!"
2,This book is Great!,"One might notice that many of the negative reviews of this book contain horrible grammer and multiple spelling errors. Although I respect those who disliked The Scarlet Letter, I disagree. It's no wonder that people that don't know how to capitalize the word 'I'. I thought that this book was wonderful, if you are willing to put effort into understanding it."
1,I had to read it...,I had to read this book for school. I did not like it. I'm not sure what the point is of this story; several people hae told me what they think it is but I dont agree and they dont agree with each other.
2,Possibly the funniest movie ever made.,"It starts off a bit slow, but once the product placement jokes start it takes off."
1,same problems as munchkin version,"Ditto to other complaints - won't separate easily- either by unscrewing or prizing. Cheap, flimsy, leaks water also because no gasket. I'm looking for something else and hoping reviewers will give honest good advice . . . this almost identical to product by Munchkin"
2,Sassy Baby Warming Dish. Interesting concept.,"We tried the Baby warming dish. We found that for our 1 year old it was pretty small, and didn't really hold enough water to keep her warm.I think it would work ok for an infant, although I think a blanket would work just as well.Recommendation:Buy********************HoldSell"
1,Unreadable!,"As good as this book may be, the print quality is so bad that I cannot read it. Zero stars would have been more appropriate."
1,Used for circuits project,"I used the generator for a circuits project and it works pretty well with little resistance, however the wire connections seemed cheap and very loose. I would recommend buying a battery powered one with rechargeable batteries if you're worried about the environment."
1,Two Tedious Hours,"The early success of Adam Sandler's films gave him this mistaken impression that he was an actor and a writer. This film proves he is neither - and a grating voice-over guy to boot. I enjoyed Happy Gilmore and to a much lesser degree, Little Nicky and Big Daddy. But Sandler is a one-trick pony. We've all seen the trick, so it's just not interesting anymore. I thought this might be the one Hanukah film in a world of X-mas fare. It has nothing to do with the holiday and is definitely not for kids."
1,one of the worst movies of 2002,"god!!! what a dumb movie. the fact that Adam Sandler can do this is just wrong....never lives up to what if true and it down right smells like cheese....sick and demented jokes dont help its premise...though Whitey gets a few lifes...nicely animated but a poor outcome. think of this as a guide beofer watching it...Jon Lovitz, Rob Schneider and others contribute voices."
2,Fantastic,"A movie that makes you feel a lot better about the holidays. Although not a childish movie, Eight Crazy Nights is a fantastic Sandler movie."
1,very disappointing,"The movie is vulgar and not meant for children. It is a typical Adam Sandler movie, with foul language and raunchy humor. Not enjoyable at all."
1,Sandler Strikes Out,"8 Crazy Nights might have been a sweet film with a good message for kids, but the scatological humor, offensive language and explicit sexual references made it unsuitable for my 10-year old. The plot, on the other hand, while fine for 10-year olds was too obvious and simplistic for most of the adults in the audience. As a result, while it's probably not the worst film of the year, it is certainly in the running."
1,"Not the worst, but far from good","This film has the dubious honor to be included in the book ""The 50 worst films of all time"". It is definently not one of those, but one can hardly call it a proper film, either. It is rather a loose framework in which 12 new songs could be presented in a more or less natural manner. A great-great-grandfather of music videos, and better than some of those!"
1,Been waiting for a foreign lauguage AOL CD?,"I have, too, but this isn't it. The translation is very choppy, the singers are medicore at best, and the orchestrations are too overwhelming. ""Love Changes Everything"" is shredded to the point where it hurts to listen to it.Oddly, the best song is the French ""Chanson d'Enfance.""I was very surprised, as the Japanese usually put out extramely good cast CDS. Their CATS and Phantom and the Tokoyo Evita are all great. But unless you are a total ALW or AOL fanatic, save your money."
2,"It Rises above the ""Fluff"" Books","The first thing that struck me was that it was easy to read. The print was readable and the illustrations were helpful. I did also find some grammatical errors as an earlier review said. But mostly it was very specific and practical. The chapters most helpful were on ""emotional states"" and music. It's hard to find a book on this subject that's across the board, dealing with many different issues and this one addresses nearly every brain-related research issue from nutrition to memory. As a scientist who also works with high school students, I found his translation of brain research into the classroom to be thoughtful, if not enthusiastic. It's a tough subject to translate, but I did get more than I thought I would out of the book. Mostly it helped me get past the hype and get into the real practical meat of the material. The book's far from perfect, but it's the best I've seen so far on this topic."
2,Itten The Elements of Color,"I was so very pleased to review the art book which arrived in pristine condition. I would have rated it in Excellent condition, rather than very good. I would like to thank the person who made it possible, but have misplaced her name and address."
2,great IMO,"First of all, I saw the review by ""Tyley Mike ""Relite"""" and thought he was grossly overcritical of EVERYTHING and every instrument played... so I'd like to hear Tyley Mike's album, since he thinks he can do better :) --seriously! I think some people don't understand that things sound the way they were MEANT to sound, if they sound poppy, they made it that way, why the hell should they stick to the norm? They want to do something different and in my opinion it sounds great.I can't write a good enough review for this album, all their albums actually, as they are all a masterpiece of their own while still being different enough to keep it interesting. It bugs me when a group doesn't evolve or try new things and stays exactly the same as they ever were, all the time, so I was glad to see them progress and ""grow"".There's too much to say to describe this album, but frankly I don't think I could write a good enough review to do it justice, so I'll just give it my 5 stars :)"
2,I wish...,...i had never heard Fair to Midland before hearing this music but cant help making comparisons. It is still wonderful music and Ill explore it further...
2,Good follow-up to El Cielo.,"A bit of a change this time for Dredg, less progressive material, more straight ahead rock tunes. I was a little disappointed in it. It doesn't have alot of stuff going on like with El Cielo which is pretty big compared to Catch Without Arms. But still this is the direction they chose to go in and it's definitely a very good one."
1,WOW!,"This book really bothers me. If you are a parent trying to deal with the daily struggles of having a child with a disability, do not read this book. It does not offer any advice for parents, just helps fuel negativitiy. Please do not put yourself through reading this book. If you are still in the grieving stage, this book will not help you. As parents, please try surrounding yourself with positives. Children with disabilities can bring such joy to your life. They can help you learn, help you become more empathetic, help you become stronger, and bring wonderful caring people into your life. Please remember those things when trying to get through this time in your life. Do not waste your time listening to a families stories of frustration, anger, sadness, and embarrassment instead surround yourself with positives."
2,80s Hard Rock,One of the 80s rock bands that capture my ears!!! It's pity that they are almost retiring soon...
1,Low class effort by High Class Band,"This material represents why the 80's died, the music is bland and poppy, the Wilson sister's garnered their wigs and corsets and the the music became something of an inside joke to those mentioning real bands. Looking back at the cd the music is very dated and is caught in an era best left forgotten."
2,Good Quality Cell Phone Holder,"Contrary to other review, I found my cell phone holder to be of very good quality and have used it for a long time now with no problems whatsoever."
2,Loved it!,I LOVE Christmas movies and these are some of my favorites! I always bring them out when I am decorating and start enjoying the holidays!
2,Charlie Brown Christmas was a Great Christmas Gift!,I gave this movie to a co-worker who loves all the Charlie Brown classics that are shown on TV. She was thrilled when she opened it!
2,There is no way anyone with a soul could ever give this a negative review....,"This is one of the sweetest, sad, funny, and actually profound Christmas specials ever. Well, maybe not Dostoyevsky deepness, but there is quite a lot of depth here, unlike a lot of modern Christmas specials, which are just plugs for toys. The suits at CBS hated this series. They thought it was too intelligent for kids, and they didn't like Vince Guardaldi's jazz score (which is a bonafide classic now). It almost didn't air. Luckily, it did, and we are all better people for it."
2,"I ought to slug those R movie loving critics! ""They don't know entertainment"" as Krusty would say","I do love ""Charlie Brown's Christmas"", a joy for the entire family, young and old. A Christmas play is being directed by Charlie Brown, and everyone is complaining. Charlie is sad because he doesn't know the true spirit of Christmas, and his friend tells him the spirit of Christmas. The play was never finished though.I like this toon because ""Charlie Brown's Christmas"" had the guts to tell about Gabriel telling the shepherds about the Good news that Baby Jesus was born in the manger. I would recommend this to all!"
2,Charlie Brown Christmas,One of my favorite Christmas shows of all time! Great service from the provider.
2,Proof that good things are built to last,"When Mr. Schulz and Bill Melendez decided to launch this half-hour special for TV there were many things against the odds: The music, subject treatment and Linus's Bible reading were unlike anything else tried on TV before. Work was done in just 4 months flat (considering the lot of work that goes into an animated feature) and a lot of money and resources were put at stake. Lucky for them - and a lot of us - ""Sparky"" hit the nail on the head. This film was the absolute winner of next year's Emmy awards for television for kids programming, along with more accolades and recognitions. I think the different treatment of the Christmas theme present on this film has captured interest across generations and, in true Peanuts' style, is something that makes you ponder beyond the obvious. One of those films that will never fade out and that are enjoyable beyond the season."
2,great Christmas gift,This is a classic Christmas tale and was a wonderful gift. I bought it for my friend and she said she will watch it every year.
2,Yahoo for Charlie Brown,Being able to watch something like A Charlie Brown Christmas whenever I want is so soothing to the soul. Especially since I get really busy around the holidays and can't always catch it on TV.
2,The Best Present Of All,"My children are a little old (age-wise) for this, but we all still enjoy watching it around this time of year. This classic will never die out, as it will be enjoyed for many generations to come.Having always been a huge fan of Charlie Brown to begin with, this is, by far, my favorite Christmas special. I can remember seeing it for the first time like it was yesterday. Charles Shulzz did one amazing job with this classic. This short animated special shows children the true meaning of Christmas, and Linus' delightful explanation is timeless in its teaching.This classic is something that can be enjoyed by people of all ages, but especially by families with small children. This is just one great video that would make an excellent addition to anyone's collection."
2,Classic,"Watched this with my two year old daughter for the first time this Christmas. It was nice to watch a classic movie that I grew up watching as a kid myself, with her as well as with my hubby. The Peanuts gang is classic and simple. Love them!"
1,Not a real Rammstein album.,"Bootleg collection of b-sides, remixes, and singles. Really, why even bother?"
1,After a few months- broken,"This charger worked fine for a few months, but now charges so slowly that using the computer while it's charging drains the battery. Very frustrating. Very poor quality."
2,"Works great, and half the price","This AC adapter works great for me with my Apple 15"" Aluminum G4 Powerbook. Apple still wants to charge an insane price for this last-generation power supply, but luckily Macally has a solution that is almost as nice for about half the price.It does not light up to indicate that it is charging (which is too bad, it was a nice touch)."
2,This is a good product!,"When my Mac Powerbook G4's cord started going on the fritz a year and a half after I had gotten my laptop, I wasn't sure what to do. Since the Macbook has replaced the Powerbook, Apple no longer sells the adapter. And to get the adapter online was really expensive. When I found this option, I was thrilled. It has worked perfectly since the day I got it. It is sturdier than the Apple adapter, and so I feel it will last longer. Also, it is white, like many of the Apple adapters, so if you're worried about the aesthetics of your computer, this option is a good one. I highly recommend this product!Macally PS-AC4 AC Power Adapter for Apple G4"
2,Quite Satisfactory,"This product works well, with no problems so far. I have now had it for about a month, and it keeps my iBook G4 running with no issues. It doesn't have the light that indicates whether power is being received, but that's a minor thing. Also doesn't have the easy-to-use cable-wrapping things on the original, but once again, that's a mere quibble. All in all, I am satisfied with this purchase."
2,Great product at a great price,"A replacement adapter for my 4-year-old G4 Powerbook was going to cost $80 from Apple. The Macally adapter is less than half the price, and it's built like a tank -- the wires are thicker, and the plastic is more durable. The only thing you might miss is having the yellow/green charging light...but that's more of a luxury and not a necessity. Highly recommended."
2,Excellent Item!,"I miss the lighted ring telling you that the charger is charging, but for 1/2 of the price of Apple's replacement, I can do without it!The LED iS BRIGHT, and cool bluish color. The cable that breaks on Apple's charger is noticeably thicker on this charger.Get this. You'll not regret it."
1,Off and on,Its hard to find these types of chargers since Mac switched to the magnetic type. Its hit and miss with the working. My battery indicator switches from charging to not in a blinking fashion.
1,"Cheap, Doesn't charge, dangerous, power cord","This is one of the most poorly designed and implemented chargers around. I own a 15"" Powerbook G4 (which this is listed as being compatible with).The problem is that this isn't actually a 65watt power cord... so don't expect to use your computer while it's charging... and don't expect to be able to touch the ""brick"" as it's plugged in, you'll burn yourself.I've returned this item and got a charger from another company for just a few dollars more that works a TON better."
2,So much better than the apple version!,"I love it, it's LONG and the connection is secure and it doesn't get hot! It's wonderful!"
2,Good product at reasonable price,"Though the output of this power supply is lower than the Apple supply, it seems to work fine--and it is very reasonably priced. Too bad that Amazon stopped carrying the supply."
1,If you're tempted to throw away $30....,"I bought this charger near the end of May of this year and it stopped working about 2 weeks ago. It is not the same charger as in the picture with the gray cord. It looks just like most of the other generic chargers available on Amazon. It charges quite slowly (ibook g4 14""). I have a brand new APPLE brand battery, so I don't think it has anything to do with that or the computer. From now on I will stick with the cheaper generic chargers until my computer is totally dead."
1,Plug DOESN'T work with the iBook G4,"This product is advertised to work with the iBook G4, but it does NOT.This plug looks fine, but despite what the product description stats, it isn't compatible with the 3- to 5-year-old version of the 12-inch iBook G4, which I own and now must buy yet another plug for after this one didn't work.Consider yourself warned."
1,Stopped Working Day 3,"Out of the difficult to open package, this adapter worked for a couple of days.I missed the light on the end of the standard Apple adapter (yellow for charging, green for charged).But the price was right, until, it started cycling on and off. The Mac screen would dim and brighten dim and brighten. Boy, was I glad to notice that the on screen battery light was cycling between a/c and battery. Unplugged the Macally, computer ran fine on just battery. Runs fine on the Apple charger I had left at home.The good news is the return to Amazon was extremely easy, presuming the lack of destroyed packaging doesn't void my refund.I've ordered a different brand (with light!). This one may have just been a bad example. I've had good luck with other Macally gear."
2,Another Binchy Great,"This book takes a typical family, examines its seperate members, and then provides a look at the whole with the knowledge of the secrets each member has.I enjoy Binchy's style of writing interconnected stories that weave together. She pulled it off first in Lilac Bus and now Silver Wedding."
2,TU VIDA JAMAS VOLVERA A SER LA MISMA,"Despues de leer este maravilloso libro mi manera de ver la vida es muy diferente, todo tiene sentido y gracias a estos conocimientos he podido ayudar a otras seres a vivir su vida con un proposito que es ser mejores cada dia para pasar de nivel en nuestro crecimiento espiritual; este libro no es para aquellas personas que le tienen miedo a la verdad; pero si te atrevez a leerlo te aseguro que tu vida jamas volvera a ser la misma.ATREVETE!!!"
2,Deep view of what counts for run and growing an organization,"I will say that the concept this book adds of ""playing with future"" is the utmost importance for many of us who were tough by experience to survive and keep it running. The most important thing about work is to get it done...if not...it equals all us..we all lose That does not help a lot any organization. This books deals about how to get it done self sustained and fruitfull"
1,"book only, no jacks",I bought this book from Amazon in used condition but 'like new'. Little did I realize or even think about that it didn't come with the jacks and ball. Now I have to try to find the right size jacks (not jumbo ones) and a ball. I guess you get what you pay for!
2,Thomas connector tracks,The Thomas wooden track connector pieces is just what was needed when setting up different designs. Sometimes when setting up a new design my 4 year old grandson whould end up with no way to connect the finish. These pieces have helped with that problem.
1,Plain and Simple: A Journey to the Amish,"This is a very disapointing book. The author makes the complexe Amish community that forgave the muders of their young daughters at Nickle Mine school into one diminsional Disney characters. There is no tension, conflict or any of the human conditions that make people real, just a oh so sweet group of simple people.Of course that does not allow us to learn anything from the Amish and I am sure there is a lot to be learn from them.The author is very self absorbed when she tries to draw any lessons from her time with the Amish. There were spots where I though ""O please get over yourself"". I didn't finish the book, it was a waste of time."
1,Disturbing.,"If you are looking for a book on Amish theology, history, lifestyle or agricultural technique; look elsewhere. A five minute Yahoo search will yield you a veritable library of resources compared to this book. Surprisingly, there is ample information online about this oft misunderstood sect of Christendom.The book did have a modicum of useful information, but not enough to warrant the mandatory single star.I found the author's whining fits, pontifications and raging narcissism beyond nauseating. It was with great pleasure that I found myself at the last page.Ultimately, this book serves not as a commentary on the Amish, but rather that of the disaffected Yuppie lifestyle the author is from. What the author found so utterly alien about the Amish wasn't their anachronistic culture, but rather that their of love of God and family exceeds everything else."
1,Not Very good,"I dont advise buying this grider, it broken when i pressed it. the plastic is very fragile and dont support the pressure requered for grinding the pepper."
1,Cannot adjust for coarseness,"The description says you can adjust for coarseness of the salt/pepper, but there is no such knob on the mini grinders. We replaced the store bought salt with sea salt and now the grinder doesn't work. Disappointing."
2,Solid Effort...But Missing a Spark,"Statheads and fantasy players know that the value of this book is to be found in its statistics and projections for future performances. Anyone playing in a long-term keeper league will benefit by keeping this near them on draft day as they look for prospects to take flyers on. The stats in this book are as good as ever, as is the top-100 prospect list.This edition falls flat in its essays. In the past the essays read like great magazine articles that mixed stats and narrative in a 1:9 ratio. This year's essays are far more statitically driven, and are written in a 3:6 ratio, meaning that the flow of the articles is interuppted frequently by data analysis.This makes the book far dryer than usual, and more of a chore to get through. It's still invaluable as a reference tool, but as entertainment it falls a little short."
2,My Girl Likes It,"My two and half years old girl likes it so much, and every I want to allure her to bed to sleep, I will say read I Spy in bed."
2,Still a great book,"The Winds of light books are great! This one is no exception, but I like the first 6 the best. The only reason I gave this book a 4 star rating is because the other 6 were better. I would of gave it a 5 if I had not read the others."
1,I could have spent my money better,This book did not move me at all. The plot is unrealistic and the characters are shallow; they do not seem like real people at all.
2,Terrific Reference for Identifying Butterflies,"Is that a monarch, a viceroy or a queen butterfly? To identify butterflies look through the Field Guide to Butterflies of Texas. The next time, you can tell that it was a tiger swallowtail and not a zebra swallowtail or a spicebush swallowtail.Children are fascinated by insects and butterflies as well. Teach them to appreciate nature. Learning the names of butterflies is a good way to start."
2,Climalite works as intended,"More visually interesting than plain white, and the material is definitely better for dampness than plain cotton. But please don't wear them with sandals, they aren't that visually interesting!The bottom black part is thicker, but not thick enough to pill or get natty with use...you know what I mean...thick socks have a way of breaking down with wear.The uppers, the white and colored part are thin, stretchy and breathable, flexible enough as well to pull down slightly in the rear to make them no-shows if you choose."
2,A Man of Reason,"At the height of The Age of Reason, The United States of America was created by men such as Thomas Paine and many others who held Man above all other philosophies long enough to get the idea ""Individual Rights"" down on paper in the form of The Constitution of the United States of America. Paine's contribution to this end is well known. Paine noted in this book that ""we have it in our power to make the world over again"", and they did. Man has a right to his own life, and there is no law above this. No one has a right to another man's life, not God, not the Race, not the dictatorship, not the proletariat, not The Great Society nor the New Deal. Thanks to Thomas Paine and men like him we have it in writing ""We own our own life and we are free to dispose of it in our own way"". Let's work together as free men and women to keep our freedom and to spread it around the world to our oppressed brothers and sisters. To the Glory of Man!!"
2,I was there,I liked the way Butler filled in the history of the Queen Mary andQueen Elizabeth.He also told a very good clear picture of lifewe lived aboard ship. On page 92 second phargaph tells of a March1945 crossing . I was on that passage and well remember hearingthe depth charges explodimg.I still have my white tag and cabinwith number on D deck.To verify my memory I checked my discharge and called our coplit yes he remembered hearing the depth charges.This tolded of the vital roll these two great ships played inwinning of the war.Many of these things where new to me and I was there.
2,Course Book,Well it is only for my course called fundamnetals of socal research but its very expensive indeed. Just wanted the first to make a comment thats all.
2,Leadership Made Spiritual,Maxwell succeeds in creating a new way to experience leadership principles and the bible. I have used this as a guide for my youth group's leadership program (highshcool juniors and seniors) and it has been perfect. This is an excellent gift idea for anyone who has interest in leadership and believes their christain faith is critical to their approach.
2,Absolutely incredible,"I was so happy with Dolly's ""Hungry Again,"" and her return to real country. I like new country -- but now it is just like pop music. Quite a few one-hit wonders. But Dolly Parton, like Tori Amos and Ani DiFranco (two that came to mind), makes an entire album of great music, instead of an album that showcases two hit songs. If you like folk/indie music, I think you will love this bluegrass album. Her cover of Johnny Cash's ""I Still Miss Someone"" gave me chills. My favorite song is definitely ""Will He Be Waiting For Me."" This is bluegrass, but I definitely like a female singing it. It just mellows it out. Dolly has now put out two great albums and with rumors of her possibly going on tour, I couldn't be happier. I'm 26, have been listening to her since I was little, and have never gotten to see her perform live. But this album, the critics aren't just praising a country hall of famer -- the album deserves every wonderful word."
2,Has-Been? THINK AGAIN!,"As a child, I grew up in Knoxville, TN watching Dolly Partin on the Cas Walker Farm & Home Show. I remember her singing Bluegrass back then and didn't really appreciate what I was hearing. Unfortunately, she got away from her roots. Now she has returned with a brilliantly crafted CD that has critics and her fans screaming her praises. Dolly's voice is perfectly suited to singing Bluegrass and shines through like a beacon in the dark. The arrangements are simple and understated and the song selection impeccable. (As a Tenneseean, I wish she would have included her awesome version of Rocky Top or at least updated it.) Dolly's gonna give a lot of fellow artists a run for their money this year at the Grammy's with The Grass is Blue and Trio II. A Top 10 CD if I ever heard one!"
1,Band saves CD,"As usual, Dolly continues trying to sing but has no voice. The musicians are the only good thing about this recording. She's attempting to sing country songs Bluegrass style and it doesn't work."
2,Almost perfect CD,"The only reason I am giving this CD 4 stars instead of 5, is because it is too short! Lhasa's voice is sultry, sad and powerful. The music is haunting yet airy. Perfection!"
2,The Castle in the Attic,I would recommend this book to any kids who love a great adventure. I was on the edge of my seat the whole way through the book. I especially loved the Silver Knight and how he became friends with William. Go get this book!
2,non stop adventure,"This was a great and is very magical. A young boy's nanny is leaving and gives him a small castal as a going away present but it turns out that the night that came w/the castal is a real night that has been shrunken and turned to stone. The young boy breaks the spell that an evil sorcerer has put on the night and goes back to his time to stop the wrong that the sorcerer is doing. Will he stop the evil sorcerer or will the evil sorcerer stop him, you will find out in this incredible story of magic and adventure!!!"
1,worst book in the world!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,This was the worst book I have ever read in my entire life! I was forced to read it for school. It was complicated and very boring. I would not recommend this book to anyone!! Please don't waste your time and money to read this book!! Read something else!!
2,One of my favorites as a kid,"I loved this book when I was about eight years old, and looking back on it, it's easy to see why: William, the main character, is a gymnast (just as I was) who's rather shy and reserved (just as I was) but manages, when it's important, to help the people around him. He's immensely sympathetic and compelling, and though the familiar fantasyland and evil-wizard-ruling-a-faux-medieval-kingdom plotline hold few surprises for adult readers familiar with the conventions of the genre, it surprised and excited me as a kid.Re-reading it recently, I found it didn't hold up as well as some of my favorite books from when I was younger (such as Madeleine L'Engle's A Ring of Endless Light), but it holds up better than many; this is a strong book for both children and for adults. I have a hard time imagining a more perfect book for bed-time reading."
2,excellent,"Good price, excellent design and shipped well.Would've been better if the vendor also provided personalized engraving."
2,Best witch book i've ever read!!!,"Spellbinder was the 1st Night World book I have ever read.I recomended this book to ALL my friends,and I recomend it to you also. L.J. Smith is a very talented writer and I plan to read ALL of her books to come."
1,Maybe next time...,"I, like a lot of people writing reviews, play a lot of first person shooters. If you liked Splinter Cell, buy TRAOD USED!!! I agree with everyone here...story is good, controls are less than mediocre. Even Enter the Matrix blew this game away. Customizing the keyboard helps some, but less than what I expected. I tried to leave feedback for EIDOS, but to no avail. Hopefully, if there is another one it will be in beta for a lot longer. And for those of you out there who think that it might be my pc, I can assure you that is NOT the case."
2,To many issues,"The story is very interesting and the action and enemies are awesome, but the game just has to many technical issues. I think they rushed to get it on the shelves ASAP. Tech problems are my only quirk with the game."
1,Lara should have remained in the tomb,"I was so looking forward to this game being released, I was on the internet on a weekly basis looking for a new release date. Delay after delay. I bought the game the day of it's release. Loaded it onto my computer, and was ready to play. I had one disappointment after another. First, the controls were different from her other games. OK I will get use to the new ones. Second, and the biggest. Controlling her is virtually impossible. She is jerky, sporadic, and down right slow and awkward. I have had to reload the game about 20 times to get her to do a simple maneuver. I have given up many times in shear frustration. Frustration I haven't felt in her other games. I do not think I will continue playing this game. It is time to move on and enjoy myself with another game, which is what games are all about. Sorry Core and Eidos, this could be your biggest mistake especially now that the movies are doing so well. What a boost this could have been for you."
1,Angel of darkness is correct,This game is the angel of darkness - THe control system is impossible - The menu screens are ridiculous and bulky to manage - I have played all the tomb raider games - This one is near to unplayable - This thing went straight to EBAY - save your money for something good - THE TR people need to do something fresh with this character like send her to space or something - jeez - the franchise is getting old and stale due to lack of innovation and change.
1,"Great Work, Poorly Organized Kindle Book","This review is intended as a review of the book, not of the work of Edgar Allan Poe. As a Poe fan, I purchased this book just for the pure fun of reading Poe on my Kindle. However, the book is so poorly organized that finding a particular tale or poem is a real pain and takes a lot of the fun out of it. While there is a table of contents, the individual works are not list there; rather there are groupings of the works so you have to know (or guess) to which group the work you may be looking for belongs. Alas, there is also no index. This is an electronic book: I should be able to toggle down a table of contents to a particular work, select it, and be taken there, but it doesn't happen that way. Not recommended for Kindle readers!"
2,this will interest children in insects,"This would be a great book for use in elementary school science classes. It has a wonderful layout, with many beautiful photographs (if insects can be called beautiful). The text, mixed nicely with the pictures, covers basic information on insects as well as various interesting facts."
1,"Good, but only to the midway point","This is a wonderful Victorian-style novel about a manor house, its mistress, and her domestics. Wonderful that is, until the middle of the story. The author makes choices that effectively shut down the flow and pacing of the story. It's spooky and interesting, but the sudden turn and the unexpected switch in the narrator's point of view, time, and setting make the rest of a great read a downer."
1,a terrible product,"this is not well manufactured i recieved it in a timely manner. but the product is poorly constructed my husbandand i put it together easily but the cotter key to hold on the wheels are made of flimsy material, might as well have been foil. and the screws didn't fit well. i was really disappointed in it. DON'T BUY IT SPEND A LITTLE MORE AND GET A BETTER ONE. HOPEFULLY IN OTHER WORDS POOR DESIGN EXCUTED WITH SUB STANDARD PARTS."
1,BUYER BEWARE,This is the biggest waste of money I have spent in a long time. It didn't even make it through one bag of leaves. I would demand my money back but it would cost too much to send back. Can't believe Amazon still has this piece of trash in their online shopping department. Take my advice and save your money!!!!!I would have given it no stars but didn't have that option. In my opinion it rates 00000 stars....
1,Didactic melodrama,"I have read enough to know when I'm being preached to, and Huxley is unsuccessful in masking his assertions re: the human condition in The Island. I was very disappointed, since Huxley has the ability to write well, even about esoteric subjects (see The Perennial Philosophy, for instance), but ends up just making a hash of it here. Not highly recommended."
